class,date
-1,"18/09/200803:58:00"
-1,"18/09/200803:58:00"
-1,"18/09/200805:44:00"
-1,"18/09/200805:58:00"
-1,"18/09/200808:04:00"
-1,"18/09/200810:48:00"
-1,"18/09/200813:48:00"
-1,"18/09/200817:22:00"
-1,"18/09/200818:12:00"
-1,"18/09/200818:56:00"
-1,"18/09/200821:12:00"
-1,"18/09/200821:56:00"
-1,"18/09/200823:00:00"
-1,"18/09/200823:05:00"
-1,"18/09/200823:44:00"
-1,"19/09/200800:30:00"
-1,"19/09/200801:57:00"
-1,"19/09/200802:44:00"
-1,"19/09/200804:42:00"
-1,"19/09/200805:33:00"
-1,"19/09/200805:57:00"
-1,"19/09/200806:01:00"
-1,"19/09/200806:44:00"
-1,"19/09/200807:14:00"
-1,"19/09/200807:18:00"
-1,"19/09/200808:08:00"
-1,"19/09/200808:52:00"
-1,"19/09/200809:12:00"
-1,"19/09/200809:47:00"
-1,"19/09/200810:45:00"
-1,"19/09/200811:13:00"
-1,"19/09/200811:54:00"
-1,"19/09/200813:59:00"
-1,"19/09/200815:31:00"
-1,"19/09/200816:40:00"
1,"19/09/200816:58:00"
-1,"19/09/200817:47:00"
-1,"19/09/200818:11:00"
-1,"19/09/200818:33:00"
-1,"19/09/200819:18:00"
-1,"19/09/200819:29:00"
-1,"19/09/200820:05:00"
-1,"19/09/200820:07:00"
-1,"19/09/200820:10:00"
-1,"19/09/200820:17:00"
1,"19/09/200820:19:00"
-1,"19/09/200821:08:00"
1,"19/09/200821:09:00"
-1,"19/09/200821:13:00"
-1,"19/09/200821:14:00"
1,"19/09/200821:59:00"
-1,"19/09/200823:26:00"
-1,"19/09/200823:33:00"
-1,"20/09/200800:18:00"
-1,"20/09/200800:33:00"
-1,"20/09/200803:58:00"
-1,"20/09/200804:13:00"
-1,"20/09/200804:28:00"
-1,"20/09/200805:22:00"
-1,"20/09/200805:25:00"
-1,"20/09/200805:34:00"
-1,"20/09/200806:08:00"
-1,"20/09/200807:21:00"
-1,"20/09/200808:14:00"
-1,"20/09/200810:51:00"
-1,"20/09/200811:18:00"
-1,"20/09/200812:20:00"
-1,"20/09/200812:26:00"
-1,"20/09/200812:27:00"
-1,"20/09/200812:36:00"
-1,"20/09/200812:57:00"
-1,"20/09/200814:00:00"
-1,"20/09/200814:06:00"
-1,"20/09/200814:42:00"
-1,"20/09/200814:50:00"
-1,"20/09/200814:53:00"
-1,"20/09/200815:02:00"
-1,"20/09/200815:19:00"
-1,"20/09/200815:37:00"
-1,"20/09/200815:46:00"
-1,"20/09/200816:43:00"
-1,"20/09/200816:44:00"
-1,"20/09/200817:26:00"
-1,"20/09/200817:29:00"
-1,"20/09/200818:03:00"
-1,"20/09/200818:21:00"
-1,"20/09/200818:56:00"
-1,"20/09/200819:14:00"
-1,"20/09/200819:21:00"
-1,"20/09/200823:34:00"
-1,"21/09/200800:48:00"
-1,"21/09/200801:06:00"
-1,"21/09/200802:07:00"
-1,"21/09/200803:04:00"
-1,"21/09/200803:47:00"
-1,"21/09/200804:17:00"
-1,"21/09/200804:49:00"
-1,"21/09/200807:30:00"
-1,"21/09/200807:55:00"
-1,"21/09/200808:22:00"
-1,"21/09/200808:49:00"
-1,"21/09/200809:16:00"
-1,"21/09/200809:31:00"
-1,"21/09/200810:07:00"
-1,"21/09/200810:49:00"
-1,"21/09/200811:33:00"
-1,"21/09/200812:04:00"
-1,"21/09/200814:30:00"
-1,"21/09/200814:31:00"
-1,"21/09/200814:33:00"
-1,"21/09/200815:15:00"
-1,"21/09/200815:26:00"
-1,"21/09/200815:34:00"
-1,"21/09/200816:43:00"
-1,"21/09/200817:26:00"
-1,"21/09/200817:30:00"
-1,"21/09/200818:12:00"
-1,"21/09/200819:19:00"
-1,"21/09/200820:35:00"
-1,"21/09/200821:54:00"
-1,"21/09/200822:02:00"
-1,"22/09/200800:12:00"
-1,"22/09/200800:28:00"
-1,"22/09/200800:47:00"
-1,"22/09/200801:43:00"
-1,"22/09/200803:51:00"
-1,"22/09/200806:05:00"
-1,"22/09/200807:12:00"
-1,"22/09/200810:43:00"
-1,"22/09/200811:50:00"
-1,"22/09/200812:11:00"
-1,"22/09/200812:45:00"
-1,"22/09/200813:03:00"
-1,"22/09/200814:24:00"
-1,"22/09/200814:27:00"
-1,"22/09/200814:36:00"
-1,"22/09/200816:25:00"
-1,"22/09/200821:30:00"
-1,"22/09/200821:31:00"
-1,"22/09/200822:15:00"
-1,"22/09/200822:17:00"
-1,"22/09/200823:01:00"
-1,"22/09/200823:10:00"
-1,"23/09/200800:57:00"
-1,"23/09/200806:44:00"
-1,"23/09/200806:44:00"
-1,"23/09/200806:52:00"
-1,"23/09/200807:58:00"
-1,"23/09/200808:11:00"
-1,"23/09/200809:43:00"
1,"23/09/200811:14:00"
-1,"23/09/200811:42:00"
-1,"23/09/200811:43:00"
-1,"23/09/200812:29:00"
-1,"23/09/200812:31:00"
-1,"23/09/200812:46:00"
-1,"23/09/200813:37:00"
-1,"23/09/200815:23:00"
-1,"23/09/200815:33:00"
-1,"23/09/200815:58:00"
-1,"23/09/200818:10:00"
-1,"23/09/200818:36:00"
-1,"23/09/200818:56:00"
-1,"23/09/200820:18:00"
-1,"23/09/200820:59:00"
-1,"23/09/200821:26:00"
-1,"23/09/200822:25:00"
-1,"24/09/200802:19:00"
-1,"24/09/200802:44:00"
-1,"24/09/200803:32:00"
-1,"24/09/200803:40:00"
-1,"24/09/200805:13:00"
-1,"24/09/200805:22:00"
-1,"24/09/200806:13:00"
-1,"24/09/200806:14:00"
-1,"24/09/200807:23:00"
-1,"24/09/200810:10:00"
-1,"24/09/200810:53:00"
-1,"24/09/200810:59:00"
-1,"24/09/200811:47:00"
-1,"24/09/200812:04:00"
-1,"24/09/200812:35:00"
-1,"24/09/200813:01:00"
1,"24/09/200815:05:00"
-1,"24/09/200815:39:00"
-1,"24/09/200815:42:00"
-1,"24/09/200815:43:00"
-1,"24/09/200816:26:00"
-1,"24/09/200817:54:00"
-1,"24/09/200818:05:00"
-1,"25/09/200801:05:00"
-1,"25/09/200802:03:00"
-1,"25/09/200806:21:00"
-1,"25/09/200807:12:00"
-1,"25/09/200807:58:00"
-1,"25/09/200808:45:00"
-1,"25/09/200809:31:00"
-1,"25/09/200810:23:00"
-1,"25/09/200811:08:00"
-1,"25/09/200811:09:00"
-1,"25/09/200811:55:00"
-1,"25/09/200813:42:00"
-1,"25/09/200814:08:00"
-1,"25/09/200814:28:00"
-1,"25/09/200815:12:00"
-1,"25/09/200815:40:00"
-1,"25/09/200815:55:00"
-1,"25/09/200816:44:00"
-1,"25/09/200817:28:00"
-1,"25/09/200817:29:00"
-1,"25/09/200819:49:00"
-1,"25/09/200822:05:00"
-1,"25/09/200823:04:00"
-1,"25/09/200823:48:00"
-1,"26/09/200800:19:00"
-1,"26/09/200801:21:00"
-1,"26/09/200802:26:00"
-1,"26/09/200803:12:00"
-1,"26/09/200803:29:00"
-1,"26/09/200804:14:00"
-1,"26/09/200805:32:00"
-1,"26/09/200811:08:00"
-1,"26/09/200813:36:00"
-1,"26/09/200813:45:00"
-1,"26/09/200814:20:00"
-1,"26/09/200814:51:00"
-1,"26/09/200815:06:00"
-1,"26/09/200815:36:00"
-1,"26/09/200815:49:00"
-1,"26/09/200816:31:00"
-1,"26/09/200817:59:00"
-1,"26/09/200818:54:00"
-1,"26/09/200819:38:00"
-1,"26/09/200819:45:00"
-1,"26/09/200819:55:00"
-1,"26/09/200820:23:00"
-1,"26/09/200820:31:00"
-1,"27/09/200800:16:00"
-1,"27/09/200800:17:00"
-1,"27/09/200801:29:00"
-1,"27/09/200803:53:00"
-1,"27/09/200810:10:00"
-1,"27/09/200810:13:00"
-1,"27/09/200811:04:00"
-1,"27/09/200811:45:00"
-1,"27/09/200811:54:00"
-1,"27/09/200812:26:00"
-1,"27/09/200812:28:00"
-1,"27/09/200812:36:00"
-1,"27/09/200813:14:00"
-1,"27/09/200813:19:00"
-1,"27/09/200814:01:00"
-1,"27/09/200814:05:00"
-1,"27/09/200814:46:00"
-1,"27/09/200815:09:00"
-1,"27/09/200815:30:00"
-1,"27/09/200816:13:00"
-1,"27/09/200817:26:00"
-1,"27/09/200818:14:00"
-1,"27/09/200819:16:00"
-1,"27/09/200820:46:00"
-1,"27/09/200821:45:00"
-1,"28/09/200800:51:00"
-1,"28/09/200801:22:00"
-1,"28/09/200803:55:00"
1,"28/09/200804:45:00"
-1,"28/09/200805:31:00"
-1,"28/09/200806:22:00"
-1,"28/09/200807:38:00"
-1,"28/09/200807:52:00"
-1,"28/09/200808:40:00"
-1,"28/09/200808:41:00"
1,"28/09/200809:50:00"
-1,"28/09/200817:05:00"
-1,"28/09/200817:06:00"
-1,"28/09/200817:49:00"
-1,"28/09/200817:55:00"
-1,"28/09/200818:34:00"
-1,"28/09/200818:43:00"
-1,"28/09/200819:18:00"
-1,"28/09/200819:29:00"
-1,"28/09/200820:02:00"
-1,"28/09/200820:42:00"
-1,"28/09/200821:08:00"
-1,"28/09/200821:27:00"
-1,"28/09/200822:44:00"
-1,"28/09/200823:54:00"
-1,"29/09/200802:06:00"
-1,"29/09/200803:07:00"
-1,"29/09/200803:50:00"
-1,"29/09/200804:18:00"
-1,"29/09/200804:47:00"
-1,"29/09/200805:32:00"
-1,"29/09/200807:53:00"
-1,"29/09/200809:15:00"
-1,"29/09/200811:13:00"
-1,"29/09/200811:53:00"
-1,"29/09/200812:25:00"
-1,"29/09/200814:03:00"
-1,"29/09/200814:04:00"
-1,"29/09/200814:08:00"
-1,"29/09/200815:09:00"
-1,"29/09/200815:16:00"
-1,"29/09/200816:27:00"
-1,"29/09/200817:21:00"
-1,"29/09/200821:26:00"
1,"29/09/200821:48:00"
-1,"29/09/200822:13:00"
-1,"30/09/200801:33:00"
-1,"30/09/200801:36:00"
1,"30/09/200802:44:00"
-1,"30/09/200804:01:00"
-1,"30/09/200804:42:00"
-1,"30/09/200808:44:00"
-1,"30/09/200812:31:00"
-1,"30/09/200813:29:00"
-1,"30/09/200814:20:00"
-1,"30/09/200814:36:00"
-1,"30/09/200815:16:00"
-1,"30/09/200815:26:00"
-1,"30/09/200816:13:00"
-1,"30/09/200816:50:00"
-1,"30/09/200817:27:00"
-1,"30/09/200819:17:00"
-1,"30/09/200819:17:00"
-1,"30/09/200821:39:00"
-1,"30/09/200821:42:00"
-1,"30/09/200823:34:00"
-1,"30/09/200823:58:00"
-1,"01/10/200800:20:00"
-1,"01/10/200801:11:00"
-1,"01/10/200802:53:00"
1,"01/10/200805:56:00"
-1,"01/10/200807:19:00"
-1,"01/10/200807:28:00"
-1,"01/10/200808:15:00"
-1,"01/10/200809:15:00"
-1,"01/10/200809:16:00"
-1,"01/10/200814:22:00"
-1,"01/10/200815:16:00"
-1,"01/10/200816:43:00"
-1,"01/10/200819:57:00"
-1,"01/10/200821:15:00"
-1,"01/10/200821:50:00"
-1,"01/10/200822:47:00"
-1,"01/10/200823:34:00"
-1,"02/10/200800:21:00"
-1,"02/10/200800:22:00"
1,"02/10/200803:17:00"
-1,"02/10/200803:27:00"
-1,"02/10/200804:11:00"
-1,"02/10/200804:23:00"
-1,"02/10/200804:24:00"
-1,"02/10/200806:49:00"
-1,"02/10/200807:35:00"
-1,"02/10/200807:58:00"
-1,"02/10/200808:24:00"
-1,"02/10/200808:52:00"
-1,"02/10/200808:57:00"
1,"02/10/200809:10:00"
-1,"02/10/200809:42:00"
-1,"02/10/200810:03:00"
1,"02/10/200814:07:00"
1,"02/10/200814:10:00"
-1,"02/10/200814:54:00"
-1,"02/10/200815:10:00"
-1,"02/10/200815:44:00"
-1,"02/10/200815:58:00"
-1,"02/10/200816:32:00"
-1,"02/10/200816:58:00"
-1,"02/10/200817:00:00"
-1,"02/10/200817:19:00"
-1,"02/10/200819:21:00"
-1,"02/10/200819:25:00"
-1,"02/10/200820:54:00"
1,"02/10/200821:32:00"
-1,"02/10/200821:33:00"
-1,"02/10/200822:23:00"
-1,"02/10/200822:33:00"
-1,"02/10/200823:32:00"
-1,"02/10/200823:32:00"
-1,"03/10/200800:24:00"
-1,"03/10/200800:55:00"
-1,"03/10/200802:41:00"
-1,"03/10/200803:52:00"
-1,"03/10/200803:56:00"
-1,"03/10/200804:49:00"
-1,"03/10/200805:01:00"
-1,"03/10/200805:45:00"
-1,"03/10/200806:15:00"
-1,"03/10/200808:35:00"
-1,"03/10/200809:30:00"
-1,"03/10/200811:40:00"
-1,"03/10/200812:31:00"
-1,"03/10/200818:45:00"
-1,"03/10/200819:23:00"
-1,"03/10/200819:23:00"
-1,"03/10/200820:11:00"
-1,"03/10/200820:26:00"
-1,"03/10/200820:35:00"
-1,"03/10/200820:46:00"
-1,"03/10/200821:15:00"
-1,"03/10/200821:52:00"
-1,"03/10/200822:08:00"
-1,"03/10/200822:53:00"
-1,"03/10/200823:46:00"
-1,"04/10/200800:58:00"
-1,"04/10/200801:49:00"
-1,"04/10/200802:36:00"
-1,"04/10/200803:53:00"
-1,"04/10/200804:12:00"
-1,"04/10/200804:45:00"
-1,"04/10/200809:29:00"
-1,"04/10/200815:16:00"
-1,"04/10/200816:58:00"
-1,"04/10/200818:15:00"
-1,"04/10/200818:25:00"
-1,"04/10/200818:59:00"
-1,"04/10/200819:12:00"
-1,"04/10/200819:47:00"
-1,"04/10/200819:54:00"
-1,"04/10/200820:39:00"
-1,"04/10/200822:06:00"
1,"04/10/200823:18:00"
1,"05/10/200800:33:00"
-1,"05/10/200800:33:00"
-1,"05/10/200801:35:00"
-1,"05/10/200804:01:00"
-1,"05/10/200804:20:00"
-1,"05/10/200804:48:00"
-1,"05/10/200805:31:00"
-1,"05/10/200805:53:00"
-1,"05/10/200806:15:00"
-1,"05/10/200808:02:00"
-1,"05/10/200808:40:00"
-1,"05/10/200809:04:00"
-1,"05/10/200809:47:00"
-1,"05/10/200810:00:00"
-1,"05/10/200810:43:00"
-1,"05/10/200811:05:00"
-1,"05/10/200811:30:00"
-1,"05/10/200812:03:00"
-1,"05/10/200812:17:00"
-1,"05/10/200813:49:00"
-1,"05/10/200814:34:00"
1,"05/10/200815:30:00"
1,"05/10/200815:35:00"
-1,"05/10/200816:15:00"
1,"05/10/200816:37:00"
1,"05/10/200816:49:00"
1,"05/10/200818:46:00"
-1,"05/10/200818:59:00"
-1,"05/10/200819:45:00"
-1,"05/10/200820:12:00"
-1,"05/10/200820:30:00"
-1,"05/10/200822:13:00"
-1,"06/10/200800:41:00"
-1,"06/10/200801:25:00"
-1,"06/10/200801:27:00"
-1,"06/10/200801:30:00"
-1,"06/10/200802:44:00"
-1,"06/10/200802:49:00"
-1,"06/10/200803:31:00"
1,"06/10/200803:50:00"
1,"06/10/200803:57:00"
-1,"06/10/200804:26:00"
-1,"06/10/200805:21:00"
-1,"06/10/200805:24:00"
-1,"06/10/200806:11:00"
-1,"06/10/200806:26:00"
-1,"06/10/200806:49:00"
-1,"06/10/200807:12:00"
-1,"06/10/200807:17:00"
-1,"06/10/200807:35:00"
-1,"06/10/200807:38:00"
-1,"06/10/200808:24:00"
-1,"06/10/200808:57:00"
-1,"06/10/200809:11:00"
-1,"06/10/200809:57:00"
-1,"06/10/200810:07:00"
-1,"06/10/200811:51:00"
-1,"06/10/200812:39:00"
-1,"06/10/200812:42:00"
-1,"06/10/200813:08:00"
1,"06/10/200813:38:00"
1,"06/10/200813:55:00"
1,"06/10/200815:00:00"
-1,"06/10/200815:01:00"
-1,"06/10/200815:52:00"
-1,"06/10/200816:42:00"
-1,"06/10/200816:50:00"
-1,"06/10/200817:26:00"
-1,"06/10/200817:26:00"
-1,"06/10/200817:35:00"
-1,"06/10/200818:54:00"
-1,"06/10/200818:55:00"
-1,"06/10/200819:42:00"
-1,"06/10/200820:02:00"
-1,"06/10/200820:36:00"
-1,"06/10/200820:47:00"
-1,"06/10/200821:46:00"
-1,"06/10/200821:48:00"
-1,"06/10/200822:37:00"
-1,"06/10/200823:03:00"
-1,"07/10/200801:46:00"
-1,"07/10/200803:29:00"
-1,"07/10/200803:39:00"
-1,"07/10/200807:32:00"
-1,"07/10/200807:41:00"
-1,"07/10/200808:25:00"
-1,"07/10/200808:26:00"
-1,"07/10/200809:11:00"
-1,"07/10/200809:20:00"
-1,"07/10/200809:59:00"
-1,"07/10/200810:04:00"
-1,"07/10/200810:10:00"
-1,"07/10/200810:51:00"
-1,"07/10/200811:15:00"
-1,"07/10/200811:16:00"
-1,"07/10/200811:36:00"
-1,"07/10/200812:40:00"
1,"07/10/200813:10:00"
-1,"07/10/200813:48:00"
-1,"07/10/200814:35:00"
-1,"07/10/200816:32:00"
-1,"07/10/200817:06:00"
-1,"07/10/200817:28:00"
-1,"07/10/200818:39:00"
-1,"07/10/200819:24:00"
-1,"07/10/200820:19:00"
-1,"07/10/200820:39:00"
-1,"07/10/200820:48:00"
-1,"08/10/200804:47:00"
-1,"08/10/200805:35:00"
-1,"08/10/200805:38:00"
-1,"08/10/200806:25:00"
-1,"08/10/200807:10:00"
-1,"08/10/200807:13:00"
-1,"08/10/200807:16:00"
-1,"08/10/200809:01:00"
-1,"08/10/200809:06:00"
-1,"08/10/200810:37:00"
-1,"08/10/200812:11:00"
-1,"08/10/200813:35:00"
-1,"08/10/200813:38:00"
-1,"08/10/200814:48:00"
-1,"08/10/200815:37:00"
-1,"08/10/200816:26:00"
-1,"08/10/200817:14:00"
-1,"08/10/200817:31:00"
-1,"08/10/200817:41:00"
-1,"08/10/200818:22:00"
-1,"08/10/200820:27:00"
-1,"08/10/200821:19:00"
-1,"08/10/200821:45:00"
-1,"08/10/200822:08:00"
-1,"08/10/200823:13:00"
-1,"08/10/200823:50:00"
-1,"09/10/200800:23:00"
1,"09/10/200804:34:00"
-1,"09/10/200806:06:00"
-1,"09/10/200807:38:00"
-1,"09/10/200814:15:00"
-1,"09/10/200815:04:00"
1,"09/10/200815:55:00"
-1,"09/10/200815:56:00"
-1,"10/10/200810:05:00"
-1,"10/10/200810:46:00"
-1,"10/10/200810:53:00"
-1,"10/10/200812:30:00"
-1,"10/10/200815:33:00"
-1,"10/10/200815:50:00"
-1,"10/10/200820:02:00"
-1,"10/10/200821:03:00"
-1,"10/10/200821:07:00"
-1,"10/10/200821:16:00"
-1,"11/10/200802:55:00"
-1,"11/10/200806:56:00"
-1,"11/10/200807:38:00"
-1,"11/10/200807:39:00"
-1,"11/10/200807:42:00"
-1,"11/10/200808:27:00"
-1,"11/10/200814:43:00"
-1,"11/10/200815:33:00"
-1,"11/10/200816:25:00"
-1,"11/10/200823:16:00"
-1,"11/10/200823:58:00"
-1,"12/10/200800:57:00"
-1,"12/10/200801:50:00"
-1,"12/10/200802:59:00"
-1,"12/10/200803:21:00"
-1,"12/10/200803:28:00"
-1,"12/10/200808:19:00"
-1,"12/10/200818:47:00"
-1,"13/10/200803:34:00"
-1,"13/10/200803:53:00"
-1,"13/10/200811:27:00"
-1,"13/10/200812:18:00"
-1,"13/10/200814:06:00"
-1,"13/10/200814:29:00"
-1,"13/10/200814:30:00"
-1,"13/10/200814:55:00"
-1,"13/10/200815:42:00"
-1,"13/10/200815:42:00"
-1,"13/10/200816:13:00"
-1,"13/10/200819:17:00"
-1,"13/10/200819:36:00"
-1,"13/10/200819:40:00"
-1,"13/10/200820:10:00"
-1,"13/10/200820:30:00"
-1,"13/10/200820:53:00"
-1,"13/10/200821:20:00"
-1,"13/10/200821:47:00"
-1,"13/10/200821:57:00"
-1,"13/10/200822:48:00"
-1,"13/10/200822:54:00"
-1,"14/10/200800:35:00"
-1,"14/10/200803:21:00"
-1,"14/10/200803:28:00"
-1,"14/10/200803:35:00"
-1,"14/10/200813:13:00"
-1,"14/10/200813:16:00"
-1,"14/10/200814:07:00"
-1,"14/10/200814:15:00"
-1,"14/10/200814:43:00"
-1,"14/10/200817:36:00"
-1,"14/10/200819:15:00"
-1,"14/10/200820:01:00"
-1,"14/10/200820:30:00"
-1,"14/10/200820:48:00"
-1,"14/10/200821:36:00"
-1,"14/10/200823:07:00"
-1,"15/10/200800:03:00"
-1,"15/10/200800:27:00"
-1,"15/10/200800:47:00"
-1,"15/10/200801:52:00"
-1,"15/10/200801:52:00"
-1,"15/10/200801:52:00"
-1,"15/10/200802:40:00"
-1,"15/10/200802:40:00"
1,"15/10/200802:42:00"
-1,"15/10/200803:24:00"
-1,"15/10/200804:08:00"
-1,"15/10/200805:13:00"
-1,"15/10/200805:16:00"
-1,"15/10/200806:49:00"
-1,"15/10/200807:36:00"
-1,"15/10/200807:55:00"
-1,"15/10/200808:21:00"
-1,"15/10/200809:11:00"
-1,"15/10/200810:00:00"
-1,"15/10/200812:53:00"
-1,"15/10/200813:14:00"
-1,"15/10/200813:16:00"
-1,"15/10/200814:08:00"
-1,"15/10/200815:11:00"
-1,"15/10/200816:24:00"
-1,"15/10/200817:19:00"
-1,"15/10/200818:16:00"
-1,"15/10/200819:15:00"
-1,"15/10/200819:24:00"
-1,"15/10/200821:44:00"
-1,"15/10/200822:45:00"
-1,"15/10/200822:54:00"
-1,"15/10/200823:00:00"
-1,"15/10/200823:45:00"
-1,"16/10/200802:16:00"
-1,"16/10/200802:16:00"
-1,"16/10/200802:17:00"
-1,"16/10/200802:22:00"
-1,"16/10/200802:55:00"
-1,"16/10/200803:56:00"
-1,"16/10/200804:02:00"
-1,"16/10/200804:02:00"
-1,"16/10/200804:04:00"
-1,"16/10/200804:47:00"
-1,"16/10/200804:50:00"
-1,"16/10/200804:54:00"
-1,"16/10/200805:08:00"
-1,"16/10/200805:13:00"
-1,"16/10/200805:44:00"
-1,"16/10/200805:58:00"
-1,"16/10/200815:02:00"
-1,"16/10/200815:13:00"
-1,"16/10/200820:49:00"
-1,"17/10/200805:26:00"
-1,"17/10/200806:01:00"
-1,"17/10/200806:07:00"
